cacheTime,cacheHitMean,cacheHitSigma,model
1.050,0.15399999999999997,0.14979986648859203,0.139292023574942
2.100,0.32199999999999995,0.14268847185389572,0.259181779318282
3.150,0.382,0.19483326204732088,0.362371848378227
4.200,0.49399999999999994,0.2333238093294381,0.451188363905974
5.250,0.554,0.16504544828622203,0.527633447258985
6.300,0.5800000000000001,0.16248076809271922,0.593430340259401
7.350,0.616,0.1784376641855636,0.650062250888845
8.400,0.682,0.1454647723677454,0.698805788087798
9.450,0.7,0.19999999999999996,0.740759739354108
