bin_start,total,udp,rpl,forwarding
0.0,0.489568,0.162656,0.326912,0.055296
25.0,0.490432,0.324352,0.16608,0.253952
50.0,0.679744,0.535552,0.144192,0.366592
75.0,0.548736,0.539008,0.009728,0.46528
100.0,0.700512,0.597664,0.102848,0.282624
125.0,0.597216,0.572896,0.02432,0.331776
150.0,0.579744,0.579744,,0.511296
175.0,0.501408,0.501408,,0.411648
200.0,0.221344,0.221344,,0.159744
